Hotel,Overall Rating,Total Reviews,Cleanliness,Staff and Service,Amenities,Property Conditions and Facilities,Eco-Friendliness
La Quinta Inn & Suites By Wyndham Yuma,9.6 out of 10 Exceptional,42 verified reviews,9.8/10,9.6/10,9.8/10,9.8/10,9.8/10
PVC at The Roundhouse Resort,9.8 out of 10 Exceptional,814 verified reviews,9.8/10,9.6/10,9.6/10,9.6/10,9.6/10
Catalina Inn,7.4 out of 10 Good,811 verified reviews,8.0/10,7.8/10,6.8/10,7.4/10,7.4/10
Shep's Miners Inn,9.0 out of 10 Wonderful,122 verified reviews,9.0/10,9.4/10,8.4/10,8.2/10,8.4/10
La Quinta Inn & Suites by Wyndham Flagstaff East I-40,8.8 out of 10 Excellent,"1,260 verified reviews",9.0/10,9.0/10,8.6/10,8.8/10,8.8/10
Wingate by Wyndham Yuma,8.8 out of 10 Excellent,"1,003 verified reviews",9.0/10,9.0/10,8.6/10,8.6/10,8.8/10
"The Copper Hotel, Surestay Collection By Best Western",7.8 out of 10 Good,21 verified reviews,8.6/10,8.6/10,8.6/10,8.0/10,8.0/10
Kohl's Ranch Lodge,9.2 out of 10 Wonderful,"1,005 verified reviews",9.4/10,9.2/10,9.0/10,9.2/10,9.2/10
Best Western Plus King's Inn & Suites,8.8 out of 10 Excellent,"1,002 verified reviews",9.0/10,9.2/10,8.6/10,8.8/10,8.4/10
Hotel Aspen InnSuites Flagstaff/Grand Canyon,7.8 out of 10 Good,"3,134 verified reviews",7.8/10,8.4/10,7.0/10,7.4/10,7.6/10
3 Palms Tucson North Foothills,8.6 out of 10 Excellent,"2,489 verified reviews",9.0/10,9.0/10,8.0/10,8.4/10,8.4/10
The Westin Phoenix Downtown,8.8 out of 10 Excellent,"1,001 verified reviews",9.4/10,9.2/10,8.4/10,9.2/10,8.8/10
Days Hotel by Wyndham Mesa Near Phoenix,8.6 out of 10 Excellent,"1,109 verified reviews",8.6/10,9.0/10,7.8/10,8.2/10,8.4/10
The Clarendon Hotel and Spa,7.0 out of 10 Good,"1,008 verified reviews",7.4/10,8.2/10,6.8/10,6.6/10,7.2/10
Red Garter Inn,9.6 out of 10 Exceptional,354 verified reviews,9.8/10,9.6/10,9.4/10,9.6/10,9.4/10
Residence Inn by Marriott Phoenix Airport,8.4 out of 10 Very good,"1,002 verified reviews",8.4/10,8.8/10,8.4/10,8.4/10,8.6/10
Hotel St. Michael,9.2 out of 10 Wonderful,"1,080 verified reviews",9.4/10,9.6/10,8.0/10,9.0/10,8.8/10
SureStay Plus Hotel by Best Western Tempe University,6.8 out of 10 Good,"1,007 verified reviews",7.4/10,7.4/10,6.6/10,6.8/10,6.8/10
Wyndham Phoenix Airport/Tempe,7.6 out of 10 Good,"1,357 verified reviews",7.8/10,8.2/10,7.6/10,7.4/10,7.8/10
Drury Inn & Suites Phoenix Tempe,9.6 out of 10 Exceptional,"1,216 verified reviews",9.6/10,9.8/10,9.6/10,9.6/10,9.4/10
Rise Uptown Hotel,9.2 out of 10 Wonderful,921 verified reviews,9.6/10,9.4/10,9.2/10,9.4/10,9.4/10
Hyatt Place Tempe / Phoenix / University,9.0 out of 10 Wonderful,988 verified reviews,9.2/10,9.0/10,8.8/10,9.4/10,9.0/10
Drury Inn & Suites Phoenix Chandler Fashion Center,9.6 out of 10 Exceptional,"1,193 verified reviews",9.8/10,9.8/10,9.6/10,9.6/10,9.4/10
"Holiday Inn Express & Suites Phoenix - Tempe, an IHG Hotel",8.6 out of 10 Excellent,253 verified reviews,9.0/10,9.0/10,8.8/10,8.6/10,8.8/10
GreenTree Inn & Suites Phoenix Sky Harbor,6.6 out of 10 Good,"1,064 verified reviews",6.8/10,7.6/10,6.4/10,6.4/10,6.8/10
Extended Stay America Suites Phoenix Airport E Oak St,5.8 out of 10,"1,004 verified reviews",5.8/10,6.6/10,5.6/10,5.6/10,5.8/10
Aiden by Best Western Scottsdale North,8.8 out of 10 Excellent,"1,007 verified reviews",8.8/10,9.0/10,8.6/10,8.4/10,9.0/10
Sonesta ES Suites Tempe,7.8 out of 10 Good,733 verified reviews,7.8/10,8.2/10,7.2/10,7.8/10,7.4/10
La Quinta Inn & Suites by Wyndham Flagstaff,8.8 out of 10 Excellent,"1,877 verified reviews",9.2/10,9.0/10,8.6/10,9.0/10,8.8/10
Comfort Inn Camp Verde I-17,7.6 out of 10 Good,"1,003 verified reviews",7.8/10,8.2/10,7.4/10,7.4/10,8.2/10
The Azure Hotel,8.6 out of 10 Excellent,"1,099 verified reviews",9.2/10,8.6/10,8.0/10,8.8/10,8.6/10
Graduate Tempe,8.6 out of 10 Excellent,"1,009 verified reviews",8.8/10,8.8/10,8.0/10,8.4/10,8.4/10
"Country Inn & Suites by Radisson, Flagstaff Downtown, AZ",9.2 out of 10 Wonderful,"1,171 verified reviews",9.6/10,9.4/10,9.2/10,9.6/10,9.0/10
Aiden by Best Western Flagstaff,9.2 out of 10 Wonderful,181 verified reviews,9.4/10,9.4/10,9.2/10,9.4/10,9.2/10
Sleep Inn Phoenix North I-17,7.8 out of 10 Good,"1,000 verified reviews",8.2/10,8.2/10,7.6/10,7.8/10,7.4/10
Ramada by Wyndham Kingman,7.2 out of 10 Good,"1,362 verified reviews",7.4/10,8.0/10,6.8/10,6.8/10,7.0/10
La Quinta Inn & Suites by Wyndham Phoenix I-10 West,8.0 out of 10 Very good,"1,003 verified reviews",8.2/10,8.4/10,7.8/10,8.0/10,7.8/10
The Westin Tempe,9.2 out of 10 Wonderful,446 verified reviews,9.6/10,9.4/10,9.2/10,9.6/10,9.2/10
GreenTree Inn Flagstaff,8.2 out of 10 Very good,"1,811 verified reviews",8.2/10,8.6/10,7.4/10,8.0/10,8.2/10
Best Western North Phoenix Hotel,8.8 out of 10 Excellent,"1,006 verified reviews",9.0/10,9.2/10,8.6/10,8.8/10,8.6/10
The Hotel Serene,7.4 out of 10 Good,516 verified reviews,7.4/10,7.8/10,6.6/10,7.2/10,7.2/10
Sonesta Select Phoenix Chandler,8.6 out of 10 Excellent,"1,000 verified reviews",8.6/10,8.8/10,8.2/10,8.6/10,8.6/10
La Quinta Inn & Suites by Wyndham Phoenix Chandler,8.4 out of 10 Very good,"1,258 verified reviews",8.4/10,8.8/10,8.0/10,8.2/10,8.4/10
Extended Stay America Suites Phoenix Biltmore,6.6 out of 10 Good,"1,003 verified reviews",6.6/10,7.4/10,5.8/10,6.4/10,6.0/10
Budget Inn,8.4 out of 10 Very good,"1,001 verified reviews",8.8/10,8.6/10,7.4/10,8.0/10,8.2/10
The Tombstone Grand Hotel,7.8 out of 10 Good,"1,069 verified reviews",7.8/10,8.2/10,7.2/10,7.8/10,8.0/10
La Quinta Inn & Suites by Wyndham Phoenix Mesa West,7.4 out of 10 Good,"1,091 verified reviews",7.6/10,8.0/10,7.4/10,7.2/10,7.6/10
La Quinta Inn & Suites by Wyndham Phoenix West Peoria,7.8 out of 10 Good,"1,002 verified reviews",7.8/10,8.2/10,7.4/10,7.4/10,7.6/10
Superior Suites Phoenix Mesa,7.0 out of 10 Good,"1,003 verified reviews",7.4/10,8.0/10,6.0/10,6.8/10,6.8/10
Best Western Pony Soldier Inn & Suites,8.2 out of 10 Very good,"1,001 verified reviews",8.4/10,8.8/10,8.0/10,7.8/10,8.4/10
High Country Motor Lodge – Near NAU/Downtown,9.0 out of 10 Wonderful,"1,445 verified reviews",9.4/10,9.2/10,9.0/10,9.2/10,9.2/10
Best Western Desert Oasis,8.0 out of 10 Very good,"1,002 verified reviews",8.4/10,8.4/10,7.8/10,7.8/10,7.8/10
Americas Best Value Inn Williams Grand Canyon,8.2 out of 10 Very good,"1,004 verified reviews",8.4/10,8.6/10,7.4/10,7.8/10,8.0/10
Cliff Castle Casino Hotel,8.8 out of 10 Excellent,"1,001 verified reviews",9.2/10,8.8/10,8.8/10,9.2/10,8.8/10
Red Roof Inn PLUS+ Phoenix West,5.8 out of 10,"1,019 verified reviews",6.2/10,6.4/10,5.6/10,6.0/10,6.2/10
Super 8 by Wyndham Conference Center NAU/Downtown,8.6 out of 10 Excellent,"1,001 verified reviews",8.8/10,9.0/10,8.0/10,8.2/10,8.2/10
Best Western Plus Winslow Inn,8.8 out of 10 Excellent,"1,002 verified reviews",9.2/10,9.2/10,8.6/10,9.0/10,8.8/10
Howard Johnson by Wyndham Holbrook,8.0 out of 10 Very good,"1,002 verified reviews",8.4/10,8.2/10,7.6/10,7.8/10,7.8/10
La Quinta Inn & Suites by Wyndham Tucson Airport,8.4 out of 10 Very good,"2,284 verified reviews",8.4/10,8.8/10,8.0/10,8.2/10,8.2/10
Red Roof Inn PLUS+ Tempe - Phoenix Airport,6.6 out of 10 Good,"1,004 verified reviews",6.6/10,7.2/10,6.2/10,6.4/10,7.0/10
Extended Stay America Suites Phoenix Scottsdale,6.8 out of 10 Good,846 verified reviews,7.0/10,7.2/10,6.6/10,6.8/10,7.6/10
Timberlodge Inn,8.6 out of 10 Excellent,238 verified reviews,9.0/10,9.0/10,8.4/10,8.8/10,8.8/10
Hampton Inn & Suites Page - Lake Powell,9.4 out of 10 Exceptional,"1,001 verified reviews",9.8/10,9.2/10,9.4/10,9.6/10,9.2/10
Days Inn & Suites by Wyndham Tucson/Marana,8.0 out of 10 Very good,"1,001 verified reviews",8.0/10,8.6/10,8.0/10,7.6/10,8.0/10
La Quinta Inn & Suites by Wyndham Williams-Grand Canyon Area,9.2 out of 10 Wonderful,"1,373 verified reviews",9.6/10,9.4/10,9.2/10,9.4/10,9.2/10
Extended Stay America Premier Suites Phoenix Chandler Downto,8.4 out of 10 Very good,249 verified reviews,9.0/10,8.6/10,8.0/10,9.0/10,8.6/10
Sierra Suites Boutique Hotel,8.8 out of 10 Excellent,"1,003 verified reviews",9.0/10,9.2/10,8.6/10,8.8/10,8.6/10
Sonesta ES Suites Scottsdale Paradise Valley,9.2 out of 10 Wonderful,767 verified reviews,9.4/10,9.4/10,9.0/10,9.0/10,8.8/10
Ramada by Wyndham Flagstaff East,7.4 out of 10 Good,"1,004 verified reviews",7.2/10,7.8/10,6.6/10,6.8/10,7.2/10
Bespoke Inn Flagstaff,9.6 out of 10 Exceptional,125 verified reviews,9.8/10,9.4/10,9.4/10,9.6/10,9.6/10
Days Hotel by Wyndham Peoria Glendale Area,6.6 out of 10 Good,"1,003 verified reviews",6.8/10,7.2/10,6.4/10,6.2/10,6.2/10
Fort Verde Suites Motel,9.0 out of 10 Wonderful,958 verified reviews,9.2/10,9.4/10,8.4/10,8.8/10,8.8/10
A Victory Inn Tolleson,5.6 out of 10,"1,003 verified reviews",5.4/10,6.6/10,5.0/10,5.0/10,5.6/10
Best Western Arizonian Inn,8.0 out of 10 Very good,"1,000 verified reviews",8.6/10,8.4/10,7.6/10,8.0/10,7.6/10
Best Western Inn of Payson,8.2 out of 10 Very good,723 verified reviews,8.4/10,8.8/10,8.6/10,8.2/10,8.6/10
Cocopah Resort And Conference Center,8.2 out of 10 Very good,432 verified reviews,8.6/10,8.6/10,8.2/10,8.2/10,8.8/10
Best Western Plus At Lake Powell,8.0 out of 10 Very good,"1,004 verified reviews",8.2/10,8.0/10,7.8/10,8.0/10,7.8/10
SpringHill Suites Tucson at The Bridges,9.4 out of 10 Exceptional,100 verified reviews,9.8/10,9.8/10,9.6/10,9.8/10,9.8/10
Lake Powell Resort,7.8 out of 10 Good,"1,001 verified reviews",7.8/10,7.8/10,7.6/10,7.4/10,8.0/10
Bell Rock Inn,8.8 out of 10 Excellent,"1,123 verified reviews",9.0/10,9.0/10,8.6/10,8.6/10,8.6/10
SureStay Plus Hotel by Best Western Scottsdale North,7.8 out of 10 Good,"1,006 verified reviews",8.2/10,8.4/10,7.4/10,7.4/10,7.8/10
Quality Inn & Suites Lake Havasu City,7.4 out of 10 Good,"1,005 verified reviews",7.0/10,8.2/10,7.0/10,6.6/10,7.0/10
Best Western Bellemont Shadow Mountain Inn,8.8 out of 10 Excellent,75 verified reviews,9.0/10,9.0/10,8.4/10,8.8/10,8.6/10
Extended Stay America Suites Phoenix Midtown,5.8 out of 10,"1,001 verified reviews",6.0/10,6.6/10,5.2/10,5.8/10,5.4/10
The Oliver House,8.8 out of 10 Excellent,57 verified reviews,9.4/10,9.6/10,8.6/10,8.6/10,8.4/10
"Country Inn & Suites by Radisson, Flagstaff, AZ",8.2 out of 10 Very good,"1,001 verified reviews",8.4/10,8.6/10,8.0/10,8.0/10,8.2/10
Ramada by Wyndham Viscount Suites Tucson East,7.2 out of 10 Good,"1,001 verified reviews",7.0/10,7.8/10,6.6/10,6.4/10,7.2/10
Econo Lodge Flagstaff Route 66,8.4 out of 10 Very good,"1,226 verified reviews",8.6/10,9.0/10,7.8/10,8.2/10,8.0/10
"Motel 6 Yuma, AZ - East",7.4 out of 10 Good,"1,005 verified reviews",7.8/10,8.2/10,6.6/10,7.4/10,7.6/10
Best Western Plus Yuma Foothills Inn & Suites,9.0 out of 10 Wonderful,635 verified reviews,9.4/10,9.2/10,8.8/10,9.0/10,9.0/10
Comfort Inn I-17 And I-40,9.4 out of 10 Exceptional,"1,135 verified reviews",9.6/10,9.6/10,9.2/10,9.4/10,9.0/10
Super 8 by Wyndham Marana/Tucson Area,7.2 out of 10 Good,"1,000 verified reviews",7.4/10,7.6/10,7.0/10,7.0/10,7.2/10
Super 8 by Wyndham Payson,8.0 out of 10 Very good,"1,002 verified reviews",8.2/10,8.2/10,7.4/10,7.8/10,8.0/10
Graduate Tucson,9.6 out of 10 Exceptional,896 verified reviews,9.8/10,9.6/10,9.0/10,9.8/10,9.2/10
Windsor Inn Motel Lake Havasu City,7.2 out of 10 Good,"1,002 verified reviews",7.2/10,7.8/10,6.4/10,6.6/10,7.0/10
Arizona Inn,8.6 out of 10 Excellent,"1,002 verified reviews",8.8/10,8.8/10,7.6/10,8.2/10,8.2/10
Best Western Plus Sundial,8.8 out of 10 Excellent,"1,001 verified reviews",9.2/10,9.4/10,8.6/10,8.8/10,8.6/10
Days Inn by Wyndham Lake Havasu,7.2 out of 10 Good,"1,003 verified reviews",7.2/10,8.0/10,6.8/10,6.8/10,7.2/10
Best Western Yuma Mall Hotel & Suites,7.8 out of 10 Good,"1,000 verified reviews",8.2/10,8.4/10,7.8/10,7.6/10,8.2/10
Trapper's Rendezvous,10 out of 10 Exceptional,3 verified reviews,10.0/10,10.0/10,10.0/10,10.0/10,10.0/10
Best Western Copper Hills Inn,8.8 out of 10 Excellent,394 verified reviews,9.2/10,9.2/10,8.4/10,8.8/10,8.8/10
Sierra Inn,8.2 out of 10 Very good,"1,001 verified reviews",8.4/10,8.8/10,7.4/10,8.0/10,8.0/10
Comfort Inn Green Valley I-19,8.0 out of 10 Very good,418 verified reviews,8.4/10,8.4/10,8.0/10,7.8/10,8.0/10
GreenTree Inn & Suites Florence,8.6 out of 10 Excellent,535 verified reviews,8.6/10,8.8/10,8.4/10,8.6/10,8.4/10
Best Western Plus Scottsdale Thunderbird Suites,8.6 out of 10 Excellent,"1,000 verified reviews",8.8/10,9.0/10,8.4/10,8.4/10,8.2/10
The Lodge at Cliff Castle Casino,6.0 out of 10 Good,"1,002 verified reviews",6.4/10,6.8/10,5.8/10,5.8/10,6.2/10
"Coronado Motor Hotel, a Travelodge by Wyndham",8.2 out of 10 Very good,"1,000 verified reviews",8.4/10,9.0/10,7.8/10,7.8/10,8.0/10
Red Roof Inn Phoenix North - I-17 at Bell Rd,6.8 out of 10 Good,"1,007 verified reviews",7.0/10,7.2/10,6.2/10,6.6/10,6.8/10
GreenTree Inn of Prescott Valley,7.8 out of 10 Good,"1,001 verified reviews",7.8/10,8.6/10,7.8/10,7.6/10,8.2/10
The Scott Resort & Spa,8.6 out of 10 Excellent,"1,003 verified reviews",9.0/10,8.8/10,8.4/10,8.6/10,8.4/10
Best Western Inn of Chandler,8.2 out of 10 Very good,593 verified reviews,8.6/10,8.4/10,8.2/10,8.2/10,7.8/10
Best Western Rancho Grande,8.0 out of 10 Very good,380 verified reviews,8.4/10,8.6/10,8.0/10,7.8/10,8.0/10
La Quinta Inn & Suites by Wyndham NW Tucson Marana,8.6 out of 10 Excellent,"1,004 verified reviews",8.8/10,8.8/10,8.2/10,8.6/10,8.4/10
Premier Inns Tolleson,5.6 out of 10,"1,855 verified reviews",5.4/10,6.4/10,4.8/10,5.2/10,5.4/10
SureStay Plus by Best Western Mesa Superstition Springs,8.4 out of 10 Very good,"1,058 verified reviews",8.6/10,8.6/10,8.0/10,8.4/10,8.2/10
Howard Johnson by Wyndham Williams,7.6 out of 10 Good,"1,004 verified reviews",7.6/10,8.0/10,7.2/10,7.2/10,7.4/10
Baymont by Wyndham Casa Grande,8.0 out of 10 Very good,"1,000 verified reviews",8.2/10,8.4/10,7.6/10,7.6/10,7.8/10
La Quinta Inn & Suites by Wyndham Maricopa - Copper Sky,8.6 out of 10 Excellent,410 verified reviews,9.2/10,9.0/10,8.6/10,9.2/10,9.0/10
Super 8 by Wyndham Holbrook,7.4 out of 10 Good,731 verified reviews,7.6/10,7.8/10,7.0/10,7.0/10,7.6/10
Best Western Prescottonian,8.6 out of 10 Excellent,"1,002 verified reviews",8.8/10,9.2/10,8.2/10,8.4/10,8.4/10
Red Lion Inn & Suites Tucson Downtown,6.4 out of 10 Good,"1,004 verified reviews",6.6/10,7.2/10,6.2/10,6.4/10,6.4/10
Woodspring Suites Tolleson - Phoenix West,8.0 out of 10 Very good,69 verified reviews,9.0/10,8.6/10,8.0/10,8.6/10,8.6/10
Super 8 by Wyndham Wickenburg AZ,8.4 out of 10 Very good,890 verified reviews,8.8/10,8.8/10,7.8/10,8.2/10,8.2/10
Wingate by Wyndham Chandler/Phoenix,7.4 out of 10 Good,"1,005 verified reviews",7.6/10,8.2/10,7.2/10,7.4/10,6.6/10
Ramada by Wyndham Yuma,7.4 out of 10 Good,"1,000 verified reviews",7.4/10,8.0/10,7.2/10,7.0/10,7.6/10
Ramada by Wyndham Tempe/At Arizona Mills Mall,6.2 out of 10 Good,"1,007 verified reviews",6.4/10,7.0/10,6.0/10,6.0/10,4.8/10
Sway Hotel,7.8 out of 10 Good,664 verified reviews,8.2/10,8.4/10,6.8/10,7.4/10,7.4/10
Extended Stay America Suites Phoenix Mesa West,6.2 out of 10 Good,"1,003 verified reviews",6.6/10,6.8/10,6.6/10,6.4/10,7.0/10
Hyatt Place Phoenix/Mesa,9.2 out of 10 Wonderful,"1,155 verified reviews",9.2/10,9.4/10,9.0/10,9.0/10,9.0/10
SpringHill Suites Phoenix Chandler/Fashion Center,8.4 out of 10 Very good,"1,003 verified reviews",8.6/10,8.8/10,8.4/10,8.4/10,8.6/10
Hampton Inn Williams,9.6 out of 10 Exceptional,273 verified reviews,9.8/10,9.8/10,9.4/10,9.6/10,9.4/10
Scottsdale Camelback Resort,8.8 out of 10 Excellent,732 verified reviews,9.2/10,8.4/10,9.0/10,8.8/10,8.8/10
Travelodge by Wyndham Williams Grand Canyon,7.4 out of 10 Good,"1,000 verified reviews",7.2/10,7.6/10,6.4/10,6.6/10,6.8/10
The McCormick Scottsdale,8.2 out of 10 Very good,"1,525 verified reviews",8.6/10,8.8/10,8.0/10,8.0/10,8.2/10
La Quinta Inn & Suites by Wyndham Tucson - Reid Park,7.4 out of 10 Good,"1,005 verified reviews",7.2/10,8.0/10,7.2/10,7.0/10,7.4/10
GreenTree Inn & Suites in Pinetop,8.4 out of 10 Very good,"1,004 verified reviews",8.6/10,8.8/10,8.0/10,8.2/10,8.6/10
Grand Canyon Plaza Hotel,8.2 out of 10 Very good,"1,908 verified reviews",8.4/10,8.6/10,7.8/10,8.0/10,8.0/10
Great Wolf Lodge Arizona,9.0 out of 10 Wonderful,537 verified reviews,9.4/10,9.2/10,8.8/10,9.4/10,9.0/10
Best Western Plus Inn Of Williams,9.2 out of 10 Wonderful,"1,003 verified reviews",9.2/10,9.4/10,9.0/10,9.2/10,9.2/10
"Tempe Mission Palms, a Destination by Hyatt Hotel",9.2 out of 10 Wonderful,"1,001 verified reviews",9.4/10,9.6/10,9.0/10,9.2/10,9.0/10
The Nautical Beachfront Resort,8.0 out of 10 Very good,"1,004 verified reviews",8.0/10,8.2/10,8.2/10,7.6/10,7.8/10
Junipine Resort,9.2 out of 10 Wonderful,"1,731 verified reviews",9.4/10,9.4/10,9.0/10,9.2/10,9.8/10
Hyatt Place Tempe Phoenix Airport,8.6 out of 10 Excellent,"1,001 verified reviews",8.6/10,9.0/10,8.0/10,8.2/10,8.2/10
Lodge on the River,5.8 out of 10,"1,003 verified reviews",5.8/10,6.6/10,5.2/10,5.4/10,6.0/10
"Country Inn & Suites by Radisson, Mesa, AZ",7.8 out of 10 Good,"1,002 verified reviews",8.2/10,8.2/10,7.8/10,7.8/10,7.6/10
Hotel La More at The Bisbee Inn,8.8 out of 10 Excellent,179 verified reviews,9.4/10,9.6/10,7.8/10,8.8/10,8.6/10
Grand Canyon RV Glamping,9.2 out of 10 Wonderful,405 verified reviews,9.4/10,9.4/10,9.0/10,9.2/10,8.6/10
Sedona Real Inn & Suites,9.4 out of 10 Exceptional,"1,558 verified reviews",9.6/10,9.6/10,9.0/10,9.4/10,9.0/10
Days Inn by Wyndham Tucson Airport,6.4 out of 10 Good,871 verified reviews,6.8/10,7.0/10,5.8/10,6.4/10,7.0/10
Ramada by Wyndham Williams/Grand Canyon Area,7.4 out of 10 Good,"1,018 verified reviews",7.0/10,8.0/10,6.8/10,6.8/10,7.2/10
Sonoita Inn,9.4 out of 10 Exceptional,142 verified reviews,9.6/10,9.4/10,8.2/10,9.2/10,9.2/10
"The Tuxon Hotel, Tucson, a Member of Design Hotels",9.0 out of 10 Wonderful,750 verified reviews,9.4/10,9.2/10,9.0/10,9.2/10,9.0/10
Clarion Pointe Winslow I-40,6.8 out of 10 Good,"1,002 verified reviews",6.8/10,7.6/10,5.8/10,6.0/10,6.6/10
Los Abrigados Resort and Spa,8.6 out of 10 Excellent,"2,071 verified reviews",8.8/10,8.8/10,8.6/10,8.2/10,8.4/10
Hilton Phoenix Chandler,9.0 out of 10 Wonderful,991 verified reviews,9.2/10,9.4/10,8.6/10,9.0/10,8.8/10
The Motor Lodge,9.8 out of 10 Exceptional,230 verified reviews,9.8/10,10.0/10,9.4/10,9.6/10,9.8/10
Best Western Tolleson Hotel,8.4 out of 10 Very good,850 verified reviews,8.6/10,8.8/10,8.4/10,8.4/10,8.4/10
Wekopa Casino Resort,9.0 out of 10 Wonderful,"1,002 verified reviews",9.4/10,9.0/10,8.8/10,9.2/10,9.0/10
